 Time         	  Amplitude
  2.6024999E-02	   2.855100    
  2.6099999E-02	   2.313300    
  2.6174998E-02	   1.771600    
  2.6249999E-02	   1.229800    
  2.6324999E-02	   1.229800    
  2.6399998E-02	   1.771600    
  2.6474999E-02	   1.771600    
  2.6549999E-02	   2.855100    
  2.6624998E-02	   2.855100    
  2.6699999E-02	   2.855100    
  2.6774999E-02	   2.855100    
  2.6849998E-02	   2.855100    
  2.6924999E-02	   3.396900    
  2.6999999E-02	   3.938600    
  2.7074998E-02	   3.938600    
  2.7150000E-02	   3.938600    
  2.7224999E-02	   2.855100    
  2.7299998E-02	   2.855100    
  2.7374998E-02	   2.313300    
  2.7449999E-02	   2.313300    
  2.7524998E-02	   1.771600    
  2.7599998E-02	   2.313300    
  2.7674999E-02	   2.313300    
  2.7749998E-02	   2.313300    
  2.7824998E-02	   2.313300    
  2.7899999E-02	   2.313300    
  2.7974999E-02	   2.313300    
  2.8049998E-02	   2.313300    
  2.8124999E-02	   2.313300    
  2.8199999E-02	   1.771600    
  2.8274998E-02	   1.771600    
  2.8349999E-02	   1.771600    
  2.8424999E-02	   1.771600    
  2.8499998E-02	   1.771600    
  2.8574999E-02	   1.229800    
  2.8649999E-02	   1.229800    
  2.8724998E-02	   1.229800    
  2.8800000E-02	   1.229800    
  2.8874999E-02	   1.229800    
  2.8949998E-02	  0.6880500    
  2.9024998E-02	  0.6880500    
  2.9099999E-02	  0.6880500    
  2.9174998E-02	  0.6880500    
  2.9249998E-02	  0.1462900    
  2.9324999E-02	  0.1462900    
  2.9399998E-02	  0.1462900    
  2.9474998E-02	  0.1462900    
  2.9549999E-02	  0.1462900    
  2.9624999E-02	  0.1462900    
  2.9699998E-02	  0.1462900    
  2.9774999E-02	  0.1462900    
  2.9849999E-02	  0.1462900    
  2.9924998E-02	  0.1462900    
  2.9999999E-02	 -0.3954800    
  3.0074999E-02	 -0.9372400    
  3.0149998E-02	 -0.9372400    
  3.0224999E-02	 -0.9372400    
  3.0299999E-02	 -0.9372400    
  3.0374998E-02	 -0.9372400    
  3.0449998E-02	 -0.9372400    
  3.0524999E-02	 -0.9372400    
  3.0599998E-02	 -0.9372400    
  3.0674998E-02	 -0.9372400    
  3.0749999E-02	 -0.9372400    
  3.0824998E-02	  -1.479000    
  3.0899998E-02	  -1.479000    
  3.0974999E-02	  -1.479000    
  3.1049998E-02	  -1.479000    
  3.1124998E-02	  -1.479000    
  3.1199999E-02	  -1.479000    
  3.1274997E-02	  -1.479000    
  3.1349998E-02	  -1.479000    
  3.1424999E-02	  -1.479000    
  3.1499997E-02	 -0.9372400    
  3.1574998E-02	 -0.9372400    
  3.1649999E-02	 -0.9372400    
  3.1724997E-02	 -0.9372400    
  3.1799998E-02	 -0.9372400    
  3.1874999E-02	 -0.9372400    
  3.1949997E-02	 -0.9372400    
  3.2024998E-02	 -0.3954800    
  3.2099999E-02	 -0.9372400    
  3.2174997E-02	 -0.3954800    
  3.2249998E-02	 -0.9372400    
  3.2325000E-02	 -0.9372400    
  3.2399997E-02	 -0.9372400    
  3.2474998E-02	 -0.9372400    
  3.2550000E-02	 -0.9372400    
  3.2624997E-02	 -0.9372400    
  3.2699998E-02	 -0.9372400    
  3.2775000E-02	 -0.9372400    
  3.2849997E-02	 -0.9372400    
  3.2924999E-02	 -0.9372400    
  3.3000000E-02	 -0.3954800    
  3.3074997E-02	  0.1462900    
  3.3149999E-02	  0.1462900    
  3.3225000E-02	  0.1462900    
  3.3299997E-02	  0.1462900    
  3.3374999E-02	  0.1462900    
  3.3450000E-02	 -0.3954800    
  3.3524998E-02	 -0.3954800    
  3.3599999E-02	  0.1462900    
  3.3675000E-02	  0.1462900    
  3.3749998E-02	  0.1462900    
  3.3824999E-02	  0.1462900    
  3.3900000E-02	  0.6880500    
  3.3974998E-02	  0.6880500    
  3.4049999E-02	  0.6880500    
  3.4124997E-02	  0.6880500    
  3.4199998E-02	  0.6880500    
  3.4274999E-02	  0.6880500    
  3.4349997E-02	  0.6880500    
  3.4424998E-02	  0.6880500    
  3.4499999E-02	  0.6880500    
  3.4574997E-02	  0.6880500    
  3.4649998E-02	  0.6880500    
  3.4724999E-02	  0.6880500    
  3.4799997E-02	  0.1462900    
  3.4874998E-02	  0.6880500    
  3.4949999E-02	  0.1462900    
  3.5024997E-02	  0.1462900    
  3.5099998E-02	  0.1462900    
  3.5174999E-02	  0.1462900    
  3.5249997E-02	  0.1462900    
  3.5324998E-02	  0.6880500    
  3.5399999E-02	  0.6880500    
  3.5474997E-02	  0.6880500    
  3.5549998E-02	  0.6880500    
  3.5625000E-02	  0.6880500    
  3.5699997E-02	  0.6880500    
  3.5774998E-02	  0.6880500    
  3.5850000E-02	  0.6880500    
  3.5924997E-02	  0.6880500    
  3.5999998E-02	  0.6880500    
  3.6075000E-02	  0.6880500    
  3.6149997E-02	   1.229800    
  3.6224999E-02	  0.6880500    
  3.6300000E-02	  0.6880500    
  3.6374997E-02	  0.6880500    
  3.6449999E-02	  0.6880500    
  3.6525000E-02	  0.6880500    
  3.6599997E-02	  0.1462900    
  3.6674999E-02	  0.1462900    
  3.6750000E-02	  0.1462900    
  3.6824998E-02	  0.6880500    
  3.6899999E-02	  0.1462900    
  3.6974996E-02	  0.1462900    
  3.7049998E-02	  0.1462900    
  3.7124999E-02	  0.1462900    
  3.7199996E-02	  0.1462900    
  3.7274998E-02	  0.1462900    
  3.7349999E-02	  0.1462900    
  3.7424996E-02	  0.1462900    
  3.7499998E-02	  0.6880500    
  3.7574999E-02	  0.6880500    
  3.7649997E-02	   1.229800    
  3.7724998E-02	   1.229800    
  3.7799999E-02	  0.6880500    
  3.7874997E-02	  0.6880500    
  3.7949998E-02	   1.229800    
  3.8024999E-02	   1.229800    
  3.8099997E-02	  0.6880500    
  3.8174998E-02	  0.1462900    
  3.8249999E-02	 -0.9372400    
  3.8324997E-02	  -1.479000    
  3.8399998E-02	  -1.479000    
  3.8474999E-02	 -0.9372400    
  3.8549997E-02	 -0.9372400    
  3.8624998E-02	  -1.479000    
  3.8699999E-02	  -1.479000    
  3.8774997E-02	  -1.479000    
  3.8849998E-02	  -1.479000    
  3.8925000E-02	  -1.479000    
  3.8999997E-02	  -1.479000    
  3.9074998E-02	  -1.479000    
  3.9150000E-02	  -1.479000    
  3.9224997E-02	  -1.479000    
  3.9299998E-02	  -1.479000    
  3.9375000E-02	  -1.479000    
  3.9449997E-02	  -1.479000    
  3.9524999E-02	  -1.479000    
  3.9600000E-02	  -1.479000    
  3.9674997E-02	  -1.479000    
  3.9749999E-02	  -1.479000    
  3.9825000E-02	  -1.479000    
  3.9899997E-02	  -1.479000    
  3.9974999E-02	 -0.9372400    
  4.0049996E-02	  -1.479000    
  4.0124997E-02	  -1.479000    
  4.0199999E-02	  -1.479000    
  4.0274996E-02	  -1.479000    
  4.0349998E-02	  -1.479000    
  4.0424999E-02	  -1.479000    
  4.0499996E-02	  -1.479000    
  4.0574998E-02	  -1.479000    
  4.0649999E-02	  -1.479000    
  4.0724996E-02	  -1.479000    
  4.0799998E-02	  -1.479000    
  4.0874999E-02	  -1.479000    
  4.0949997E-02	  -1.479000    
  4.1024998E-02	  -1.479000    
  4.1099999E-02	  -1.479000    
  4.1174997E-02	  -1.479000    
  4.1249998E-02	  -2.020800    
  4.1324999E-02	  -2.020800    
  4.1399997E-02	  -2.020800    
  4.1474998E-02	  -2.020800    
  4.1549999E-02	  -1.479000    
  4.1624997E-02	  -1.479000    
  4.1699998E-02	  -1.479000    
  4.1774999E-02	  -1.479000    
  4.1849997E-02	  -1.479000    
  4.1924998E-02	  -1.479000    
  4.1999999E-02	  -2.020800    
  4.2074997E-02	  -1.479000    
  4.2149998E-02	  -1.479000    
  4.2225000E-02	  -2.020800    
  4.2299997E-02	  -2.020800    
  4.2374998E-02	  -2.020800    
  4.2450000E-02	  -2.020800    
  4.2524997E-02	  -1.479000    
  4.2599998E-02	  -1.479000    
  4.2675000E-02	  -1.479000    
  4.2749997E-02	  -1.479000    
  4.2824998E-02	  -2.562500    
  4.2899996E-02	  -2.020800    
  4.2974997E-02	  -2.020800    
  4.3049999E-02	  -2.020800    
  4.3124996E-02	  -2.020800    
  4.3199997E-02	  -2.020800    
  4.3274999E-02	  -2.020800    
  4.3349996E-02	  -2.020800    
  4.3424997E-02	  -2.020800    
  4.3499999E-02	  -2.020800    
  4.3574996E-02	  -2.020800    
  4.3649998E-02	  -2.020800    
  4.3724999E-02	  -2.562500    
  4.3799996E-02	  -2.020800    
  4.3874998E-02	  -2.020800    
  4.3949999E-02	  -1.479000    
  4.4024996E-02	  -1.479000    
  4.4099998E-02	 -0.9372400    
  4.4174999E-02	 -0.9372400    
  4.4249997E-02	 -0.9372400    
  4.4324998E-02	  -1.479000    
  4.4399999E-02	  -1.479000    
  4.4474997E-02	  -1.479000    
  4.4549998E-02	  -1.479000    
  4.4624999E-02	  -1.479000    
  4.4699997E-02	  -1.479000    
  4.4774998E-02	  -1.479000    
  4.4849999E-02	  -2.020800    
  4.4924997E-02	  -2.020800    
  4.4999998E-02	  -1.479000    
  4.5074999E-02	  -1.479000    
  4.5149997E-02	 -0.9372400    
  4.5224998E-02	 -0.9372400    
  4.5299999E-02	  -1.479000    
  4.5374997E-02	  -1.479000    
  4.5449998E-02	  -1.479000    
  4.5524999E-02	  -2.020800    
  4.5599997E-02	  -1.479000    
  4.5674998E-02	  -1.479000    
  4.5750000E-02	  -1.479000    
  4.5824997E-02	  -1.479000    
  4.5899998E-02	  -1.479000    
  4.5974996E-02	  -1.479000    
  4.6049997E-02	 -0.9372400    
  4.6124998E-02	 -0.9372400    
  4.6199996E-02	 -0.9372400    
  4.6274997E-02	 -0.9372400    
  4.6349999E-02	  -1.479000    
  4.6424996E-02	  -1.479000    
  4.6499997E-02	  -1.479000    
  4.6574999E-02	  -1.479000    
  4.6649996E-02	  -1.479000    
  4.6724997E-02	  -1.479000    
  4.6799999E-02	 -0.3954800    
  4.6874996E-02	  0.6880500    
  4.6949998E-02	  0.6880500    
  4.7024999E-02	  0.1462900    
  4.7099996E-02	 -0.9372400    
  4.7174998E-02	  -1.479000    
  4.7249999E-02	  -2.562500    
  4.7324996E-02	  -2.020800    
  4.7399998E-02	  -2.020800    
  4.7474999E-02	  -1.479000    
  4.7549997E-02	  -1.479000    
  4.7624998E-02	 -0.9372400    
  4.7699999E-02	 -0.9372400    
  4.7774997E-02	 -0.9372400    
  4.7849998E-02	 -0.9372400    
  4.7924999E-02	 -0.3954800    
  4.7999997E-02	 -0.3954800    
  4.8074998E-02	 -0.3954800    
  4.8149999E-02	 -0.3954800    
  4.8224997E-02	 -0.3954800    
  4.8299998E-02	 -0.9372400    
  4.8374999E-02	 -0.9372400    
  4.8449997E-02	 -0.9372400    
  4.8524998E-02	 -0.9372400    
  4.8599999E-02	 -0.9372400    
  4.8674997E-02	 -0.9372400    
  4.8749998E-02	 -0.9372400    
  4.8824996E-02	 -0.9372400    
  4.8899997E-02	 -0.9372400    
  4.8974998E-02	 -0.9372400    
  4.9049996E-02	 -0.9372400    
  4.9124997E-02	 -0.9372400    
  4.9199998E-02	  -1.479000    
  4.9274996E-02	  -1.479000    
  4.9349997E-02	  -1.479000    
  4.9424998E-02	 -0.9372400    
  4.9499996E-02	 -0.9372400    
  4.9574997E-02	 -0.3954800    
  4.9649999E-02	 -0.3954800    
  4.9724996E-02	 -0.3954800    
  4.9799997E-02	 -0.9372400    
  4.9874999E-02	 -0.9372400    
  4.9949996E-02	 -0.9372400    
  5.0024997E-02	 -0.9372400    
  5.0099999E-02	 -0.9372400    
  5.0174996E-02	 -0.9372400    
  5.0249998E-02	  -1.479000    
  5.0324999E-02	 -0.9372400    
  5.0399996E-02	  -1.479000    
  5.0474998E-02	 -0.9372400    
  5.0549999E-02	 -0.9372400    
  5.0624996E-02	 -0.9372400    
  5.0699998E-02	 -0.9372400    
  5.0774999E-02	 -0.9372400    
  5.0849997E-02	 -0.9372400    
  5.0924998E-02	 -0.9372400    
  5.0999999E-02	 -0.9372400    
  5.1074997E-02	 -0.9372400    
  5.1149998E-02	  -1.479000    
  5.1224999E-02	  -1.479000    
  5.1299997E-02	  -1.479000    
  5.1374998E-02	  -1.479000    
  5.1449999E-02	 -0.9372400    
  5.1524997E-02	 -0.9372400    
  5.1599998E-02	 -0.9372400    
  5.1674999E-02	 -0.3954800    
  5.1749997E-02	 -0.3954800    
  5.1824998E-02	 -0.3954800    
  5.1899996E-02	 -0.9372400    
  5.1974997E-02	 -0.9372400    
  5.2049998E-02	 -0.9372400    
  5.2124996E-02	 -0.9372400    
  5.2199997E-02	 -0.9372400    
  5.2274998E-02	 -0.3954800    
  5.2349996E-02	 -0.3954800    
  5.2424997E-02	 -0.3954800    
  5.2499998E-02	  0.1462900    
  5.2574996E-02	  0.1462900    
  5.2649997E-02	  0.1462900    
  5.2724998E-02	 -0.3954800    
  5.2799996E-02	 -0.3954800    
  5.2874997E-02	 -0.3954800    
  5.2949999E-02	 -0.9372400    
  5.3024996E-02	 -0.9372400    
  5.3099997E-02	 -0.9372400    
  5.3174999E-02	 -0.9372400    
  5.3249996E-02	 -0.9372400    
  5.3324997E-02	 -0.9372400    
  5.3399999E-02	 -0.9372400    
  5.3474996E-02	 -0.9372400    
  5.3549998E-02	 -0.3954800    
  5.3624999E-02	 -0.9372400    
  5.3699996E-02	 -0.3954800    
  5.3774998E-02	 -0.3954800    
  5.3849999E-02	 -0.3954800    
  5.3924996E-02	 -0.9372400    
  5.3999998E-02	 -0.9372400    
  5.4074999E-02	  0.1462900    
  5.4149996E-02	  0.1462900    
  5.4224998E-02	  0.1462900    
  5.4299999E-02	  0.1462900    
  5.4374997E-02	  0.1462900    
  5.4449998E-02	 -0.3954800    
  5.4524999E-02	 -0.9372400    
  5.4599997E-02	 -0.9372400    
  5.4674998E-02	 -0.9372400    
  5.4749995E-02	 -0.9372400    
  5.4824997E-02	 -0.9372400    
  5.4899998E-02	 -0.3954800    
  5.4974996E-02	 -0.3954800    
  5.5049997E-02	  0.1462900    
  5.5124998E-02	  0.1462900    
  5.5199996E-02	  0.1462900    
  5.5274997E-02	  0.1462900    
  5.5349998E-02	  0.6880500    
  5.5424996E-02	  0.1462900    
  5.5499997E-02	  0.1462900    
  5.5574998E-02	 -0.3954800    
  5.5649996E-02	 -0.3954800    
  5.5724997E-02	   1.229800    
  5.5799998E-02	   3.396900    
  5.5874996E-02	   4.480400    
  5.5949997E-02	   3.938600    
  5.6024998E-02	   2.313300    
  5.6099996E-02	  0.6880500    
  5.6174997E-02	 -0.3954800    
  5.6249999E-02	 -0.9372400    
  5.6324996E-02	 -0.9372400    
  5.6399997E-02	 -0.9372400    
  5.6474999E-02	 -0.9372400    
  5.6549996E-02	 -0.9372400    
  5.6624997E-02	 -0.9372400    
  5.6699999E-02	 -0.3954800    
  5.6774996E-02	 -0.3954800    
  5.6849997E-02	 -0.3954800    
  5.6924999E-02	 -0.3954800    
  5.6999996E-02	 -0.9372400    
  5.7074998E-02	 -0.9372400    
  5.7149999E-02	  -1.479000    
  5.7224996E-02	  -1.479000    
  5.7299998E-02	  -1.479000    
  5.7374999E-02	  -1.479000    
  5.7449996E-02	  -1.479000    
  5.7524998E-02	 -0.9372400    
  5.7599999E-02	 -0.3954800    
  5.7674997E-02	  0.1462900    
  5.7749998E-02	  0.1462900    
  5.7824995E-02	  0.1462900    
  5.7899997E-02	 -0.9372400    
  5.7974998E-02	  -1.479000    
  5.8049995E-02	  -1.479000    
  5.8124997E-02	  -1.479000    
  5.8199998E-02	  -1.479000    
  5.8274996E-02	  -1.479000    
  5.8349997E-02	  -1.479000    
  5.8424998E-02	 -0.9372400    
  5.8499996E-02	  -1.479000    
  5.8574997E-02	  -1.479000    
  5.8649998E-02	  -1.479000    
  5.8724996E-02	  -1.479000    
  5.8799997E-02	  -1.479000    
  5.8874998E-02	  -1.479000    
  5.8949996E-02	  -1.479000    
  5.9024997E-02	  -1.479000    
  5.9099998E-02	  -1.479000    
  5.9174996E-02	  -1.479000    
  5.9249997E-02	  -1.479000    
  5.9324998E-02	  -1.479000    
  5.9399996E-02	  -1.479000    
  5.9474997E-02	  -1.479000    
  5.9549998E-02	  -1.479000    
  5.9624996E-02	  -1.479000    
  5.9699997E-02	  -1.479000    
  5.9774999E-02	  -2.020800    
  5.9849996E-02	  -2.020800    
  5.9924997E-02	  -1.479000    
  5.9999999E-02	  -1.479000    
  6.0074996E-02	  -1.479000    
  6.0149997E-02	 -0.9372400    
  6.0224999E-02	  -1.479000    
  6.0299996E-02	  -1.479000    
  6.0374998E-02	  -1.479000    
  6.0449999E-02	  -1.479000    
  6.0524996E-02	  -1.479000    
  6.0599998E-02	  -1.479000    
  6.0674995E-02	  -1.479000    
  6.0749996E-02	  -2.020800    
  6.0824998E-02	  -1.479000    
  6.0899995E-02	  -1.479000    
  6.0974997E-02	  -1.479000    
  6.1049998E-02	  -1.479000    
  6.1124995E-02	  -1.479000    
  6.1199997E-02	  -1.479000    
  6.1274998E-02	  -1.479000    
  6.1349995E-02	  -1.479000    
  6.1424997E-02	  -1.479000    
  6.1499998E-02	  -1.479000    
  6.1574996E-02	  -1.479000    
  6.1649997E-02	  -1.479000    
  6.1724998E-02	  -1.479000    
  6.1799996E-02	  -1.479000    
  6.1874997E-02	 -0.9372400    
  6.1949998E-02	 -0.9372400    
  6.2024996E-02	 -0.3954800    
  6.2099997E-02	 -0.9372400    
  6.2174998E-02	 -0.9372400    
  6.2249996E-02	 -0.9372400    
  6.2324997E-02	 -0.9372400    
  6.2399998E-02	 -0.9372400    
  6.2474996E-02	 -0.9372400    
  6.2549993E-02	 -0.9372400    
  6.2624998E-02	 -0.9372400    
  6.2699996E-02	 -0.9372400    
  6.2774993E-02	 -0.9372400    
  6.2849998E-02	 -0.9372400    
  6.2924996E-02	 -0.9372400    
  6.2999994E-02	 -0.9372400    
  6.3074999E-02	 -0.9372400    
  6.3149996E-02	 -0.9372400    
  6.3224994E-02	 -0.9372400    
  6.3299999E-02	 -0.9372400    
  6.3374996E-02	 -0.9372400    
  6.3449994E-02	 -0.9372400    
  6.3524999E-02	 -0.9372400    
  6.3599996E-02	 -0.9372400    
  6.3674994E-02	 -0.9372400    
  6.3749999E-02	 -0.9372400    
  6.3824996E-02	  0.1462900    
  6.3899994E-02	  0.1462900    
  6.3974999E-02	  0.6880500    
  6.4049996E-02	  0.1462900    
  6.4124994E-02	  0.1462900    
  6.4199999E-02	  0.1462900    
  6.4274997E-02	 -0.3954800    
  6.4349994E-02	 -0.3954800    
  6.4424999E-02	 -0.9372400    
  6.4499997E-02	 -0.9372400    
  6.4574994E-02	 -0.3954800    
  6.4649999E-02	 -0.3954800    
  6.4724997E-02	 -0.3954800    
  6.4799994E-02	 -0.3954800    
  6.4874999E-02	 -0.3954800    
  6.4949997E-02	 -0.3954800    
  6.5024994E-02	  0.1462900    
  6.5099999E-02	  0.1462900    
  6.5174997E-02	  0.1462900    
  6.5249994E-02	  0.1462900    
  6.5324999E-02	  0.1462900    
  6.5399997E-02	  0.1462900    
  6.5474994E-02	  0.1462900    
  6.5549999E-02	  0.6880500    
  6.5624997E-02	  0.6880500    
  6.5699995E-02	  0.6880500    
  6.5775000E-02	  0.6880500    
  6.5849997E-02	  0.6880500    
  6.5924995E-02	  0.1462900    
  6.6000000E-02	  0.1462900    
  6.6074997E-02	  0.1462900    
  6.6149995E-02	  0.1462900    
  6.6225000E-02	  0.1462900    
  6.6299997E-02	  0.1462900    
  6.6374995E-02	  0.1462900    
  6.6450000E-02	  0.1462900    
  6.6524997E-02	  0.1462900    
  6.6599995E-02	  0.1462900    
  6.6675000E-02	  0.1462900    
  6.6749997E-02	  0.1462900    
  6.6824995E-02	  0.1462900    
  6.6900000E-02	 -0.3954800    
  6.6974998E-02	  0.1462900    
  6.7049995E-02	  0.1462900    
  6.7125000E-02	  0.6880500    
  6.7199998E-02	  0.6880500    
  6.7274995E-02	  0.6880500    
  6.7350000E-02	  0.1462900    
  6.7424998E-02	  0.1462900    
  6.7499995E-02	  0.1462900    
  6.7575000E-02	 -0.3954800    
  6.7649998E-02	 -0.3954800    
  6.7724995E-02	  0.1462900    
  6.7800000E-02	  0.1462900    
  6.7874998E-02	  0.6880500    
  6.7949995E-02	  0.6880500    
  6.8024993E-02	  0.6880500    
  6.8099998E-02	  0.6880500    
  6.8174995E-02	  0.6880500    
  6.8249993E-02	  0.1462900    
  6.8324998E-02	  0.1462900    
  6.8399996E-02	  0.1462900    
  6.8474993E-02	  0.1462900    
  6.8549998E-02	  0.1462900    
  6.8624996E-02	  0.1462900    
  6.8699993E-02	  0.1462900    
  6.8774998E-02	  0.6880500    
  6.8849996E-02	  0.1462900    
  6.8924993E-02	  0.1462900    
  6.8999998E-02	  0.1462900    
  6.9074996E-02	  0.1462900    
  6.9149993E-02	  0.1462900    
  6.9224998E-02	  0.1462900    
  6.9299996E-02	  0.1462900    
  6.9374993E-02	  0.1462900    
  6.9449998E-02	   2.313300    
  6.9524996E-02	   3.938600    
  6.9599994E-02	   3.938600    
  6.9674999E-02	   2.855100    
  6.9749996E-02	  0.6880500    
  6.9824994E-02	  0.1462900    
  6.9899999E-02	 -0.3954800    
  6.9974996E-02	  0.1462900    
  7.0049994E-02	  0.6880500    
  7.0124999E-02	  0.6880500    
  7.0199996E-02	  0.6880500    
  7.0274994E-02	  0.6880500    
  7.0349999E-02	  0.6880500    
  7.0424996E-02	  0.1462900    
  7.0499994E-02	  0.1462900    
  7.0574999E-02	  0.1462900    
  7.0649996E-02	 -0.3954800    
  7.0724994E-02	 -0.3954800    
  7.0799999E-02	 -0.3954800    
  7.0874996E-02	 -0.3954800    
  7.0949994E-02	 -0.3954800    
  7.1024999E-02	 -0.9372400    
  7.1099997E-02	 -0.3954800    
  7.1174994E-02	 -0.3954800    
  7.1249999E-02	  0.1462900    
  7.1324997E-02	  0.1462900    
  7.1399994E-02	  0.1462900    
  7.1474999E-02	  0.1462900    
  7.1549997E-02	  0.1462900    
  7.1624994E-02	  0.1462900    
  7.1699999E-02	  0.1462900    
  7.1774997E-02	  0.1462900    
  7.1849994E-02	 -0.3954800    
  7.1924999E-02	 -0.3954800    
  7.1999997E-02	 -0.9372400    
  7.2074994E-02	 -0.9372400    
  7.2149999E-02	 -0.9372400    
  7.2224997E-02	 -0.9372400    
  7.2299995E-02	 -0.9372400    
  7.2375000E-02	 -0.9372400    
  7.2449997E-02	 -0.9372400    
  7.2524995E-02	 -0.9372400    
  7.2600000E-02	 -0.9372400    
  7.2674997E-02	  -1.479000    
  7.2749995E-02	  -1.479000    
  7.2825000E-02	  -1.479000    
  7.2899997E-02	  -1.479000    
  7.2974995E-02	  -1.479000    
  7.3050000E-02	  -1.479000    
  7.3124997E-02	  -1.479000    
  7.3199995E-02	  -1.479000    
  7.3275000E-02	  -1.479000    
  7.3349997E-02	  -1.479000    
  7.3424995E-02	  -1.479000    
  7.3500000E-02	  -1.479000    
  7.3574997E-02	  -1.479000    
  7.3649995E-02	  -1.479000    
  7.3725000E-02	  -1.479000    
  7.3799998E-02	  -1.479000    
  7.3874995E-02	  -2.020800    
  7.3949993E-02	  -2.020800    
  7.4024998E-02	  -2.020800    
  7.4099995E-02	  -2.020800    
  7.4174993E-02	  -1.479000    
  7.4249998E-02	  -2.562500    
  7.4324995E-02	  -3.646100    
  7.4399993E-02	  -3.646100    
  7.4474998E-02	  -3.104300    
  7.4549995E-02	  -2.562500    
  7.4624993E-02	  -2.562500    
  7.4699998E-02	  -3.646100    
  7.4774995E-02	  -4.729600    
  7.4849993E-02	  -4.729600    
  7.4924998E-02	  -5.271400    
  7.4999996E-02	  -4.729600    
  7.5074993E-02	  -5.813100    
  7.5149998E-02	  -6.354900    
  7.5224996E-02	  -7.438400    
  7.5299993E-02	  -7.438400    
  7.5374998E-02	  -7.438400    
  7.5449996E-02	  -7.438400    
  7.5524993E-02	  -7.980200    
  7.5599998E-02	  -7.438400    
  7.5674996E-02	  -7.438400    
  7.5749993E-02	  -5.813100    
  7.5824998E-02	  -5.813100    
  7.5899996E-02	  -6.354900    
  7.5974993E-02	  -7.438400    
  7.6049998E-02	  -7.438400    
  7.6124996E-02	  -7.438400    
  7.6199993E-02	  -6.354900    
  7.6274998E-02	  -7.438400    
  7.6349996E-02	  -9.063700    
  7.6424994E-02	  -9.063700    
  7.6499999E-02	  -9.063700    
  7.6574996E-02	  -7.980200    
  7.6649994E-02	  -9.063700    
  7.6724999E-02	  -11.77300    
  7.6799996E-02	  -15.56500    
  7.6874994E-02	  -18.81500    
  7.6949999E-02	  -20.98300    
  7.7024996E-02	  -22.60800    
  7.7099994E-02	  -25.31700    
  7.7174999E-02	  -29.10900    
  7.7249996E-02	  -31.81800    
  7.7324994E-02	  -32.90100    
  7.7399999E-02	  -32.90100    
  7.7474996E-02	  -32.90100    
  7.7549994E-02	  -33.44300    
  7.7624999E-02	  -32.90100    
  7.7699997E-02	  -31.81800    
  7.7774994E-02	  -30.73400    
  7.7849999E-02	  -30.73400    
  7.7924997E-02	  -31.27600    
  7.7999994E-02	  -32.36000    
  7.8074999E-02	  -33.98500    
  7.8149997E-02	  -34.52700    
  7.8224994E-02	  -33.98500    
  7.8299999E-02	  -33.98500    
  7.8374997E-02	  -34.52700    
  7.8449994E-02	  -35.06800    
  7.8524999E-02	  -34.52700    
  7.8599997E-02	  -35.06800    
  7.8674994E-02	  -34.52700    
  7.8749999E-02	  -33.44300    
  7.8824997E-02	  -31.27600    
  7.8899994E-02	  -29.10900    
  7.8974999E-02	  -26.40000    
  7.9049997E-02	  -24.77500    
  7.9124995E-02	  -24.77500    
  7.9200000E-02	  -24.77500    
  7.9274997E-02	  -23.69100    
  7.9349995E-02	  -22.60800    
  7.9425000E-02	  -19.89900    
  7.9499997E-02	  -18.27400    
  7.9574995E-02	  -16.64800    
  7.9650000E-02	  -14.48100    
  7.9724997E-02	  -11.77300    
  7.9799995E-02	  -9.063700    
  7.9874992E-02	  -7.438400    
  7.9949997E-02	  -6.354900    
  8.0024995E-02	  -5.271400    
  8.0099992E-02	  -3.646100    
  8.0174997E-02	  -2.020800    
  8.0249995E-02	 -0.9372400    
  8.0324993E-02	  0.1462900    
  8.0399998E-02	  0.1462900    
  8.0474995E-02	  0.6880500    
  8.0549993E-02	  0.6880500    
  8.0624998E-02	  0.1462900    
  8.0699995E-02	 -0.3954800    
  8.0774993E-02	 -0.9372400    
  8.0849998E-02	 -0.9372400    
  8.0924995E-02	 -0.3954800    
  8.0999993E-02	  0.1462900    
  8.1074998E-02	  0.1462900    
  8.1149995E-02	  0.1462900    
  8.1224993E-02	  0.1462900    
  8.1299998E-02	  0.1462900    
  8.1374995E-02	  0.1462900    
  8.1449993E-02	  0.1462900    
  8.1524998E-02	 -0.9372400    
  8.1599995E-02	 -0.9372400    
  8.1674993E-02	 -0.9372400    
  8.1749998E-02	 -0.3954800    
  8.1824996E-02	  0.1462900    
  8.1899993E-02	  0.6880500    
  8.1974998E-02	   1.229800    
  8.2049996E-02	   1.229800    
  8.2124993E-02	   1.229800    
  8.2199998E-02	   1.229800    
  8.2274996E-02	   1.771600    
  8.2349993E-02	   2.313300    
  8.2424998E-02	   2.313300    
  8.2499996E-02	   2.855100    
  8.2574993E-02	   2.855100    
  8.2649998E-02	   2.855100    
  8.2724996E-02	   2.855100    
  8.2799993E-02	   2.855100    
  8.2874998E-02	   2.855100    
  8.2949996E-02	   2.313300    
  8.3024994E-02	   2.313300    
  8.3099999E-02	   2.313300    
  8.3174996E-02	   2.855100    
  8.3249994E-02	   2.855100    
  8.3324999E-02	   3.396900    
  8.3399996E-02	   3.938600    
  8.3474994E-02	   4.480400    
  8.3549999E-02	   5.022200    
  8.3624996E-02	   5.022200    
